docking_score,smile
-4.7,O=C(O)[C@H]1CS[C@@H](c2cccs2)N1
-6.2,Cc1ccc(Cl)cc1NC(=O)CSc1nc2ccccc2[nH]1
-6.8,O=c1oc2ccccc2n1Cc1cccc(C(F)(F)F)c1
-6.4,Cc1ccc(NC(=O)CSCC(=O)Nc2ccccc2)c(C)c1
-5.7,CC(C)NC(=N)CCn1cnc2c1c(=O)n(C)c(=O)n2C
-5.5,CC[C@]1(C)OC(=O)N(CCc2c(C)[nH]c3ccccc32)[C@]1(C)O
-5.3,CCN(CC)S(=O)(=O)c1nc2nc(C)cc(C)n2n1
-5.6,COc1ccc([C@H]2SCC(=O)N2CCN2CCCCC2)cc1
-5.5,CCOC(=O)c1c2cc(OC)ccc2oc1CN1CCCC[C@@H]1C
-6.4,Nn1cnn2c(SCc3cccc(C(F)(F)F)c3)nnc12
-6.4,CCC(=O)Nc1nc2c(c3c4ccccc4oc(=O)c13)C[C@H](C)CC2
-5.5,O=C(Nc1cccc(Cl)c1)c1scc2c1OCCO2
-5.9,CC1(C)CCC(=O)c2nnn(-c3nonc3N)c21
-5.4,Cc1ccc(NC(=S)Nc2ccccc2)cc1F
-6.1,CCOc1ccc(NC(=O)/C(=C/c2ccccc2)/Cl)cc1
-5.2,OCc1ccccc1CNc1ccc(F)cc1
-5.7,CC(=O)c1[nH]c2ccccc2c1c1ccccc1
-5.3,O=C(Nc1ccccc1I)c1ccc(F)cc1
-5.1,CCOC(=O)c1c(C)oc2cc(Br)c(O)cc21
-4.9,CCOC(=O)c1c(C)n(CC)c2ccc(O)cc21
-5.5,CCOC(=O)c1oc2ccc(Cl)cc2c1NC(C)=O
-5.1,COc1ccccc1N(CC(N)=O)S(=O)(=O)c1ccccc1
-4.6,CNC(=O)CSCc1ccc(Br)cc1
-6.3,COc1ccc(n2c(=O)c3ccccc3c3ccccc3c2=O)cc1
-5.6,O=Cc1ccc(OCC(=O)Nc2ccccn2)cc1
-5.6,CCOC(=O)c1c(C)n(c2ccccc2C)c2ccc(O)cc12
-5.7,Cc1ccc(NCN2C(=O)c3ccccc3C2=O)cc1
-6.0,COc1ccc(NCN2C(=O)c3ccccc3C2=O)cc1
-5.6,O=[N+]([O-])/C=C/c1c2ccccc2cc2ccccc12
-6.1,Nc1ccc(C(=O)NC[C@@H]2CCCN3CCCC[C@H]23)cc1
-5.2,Cc1nn(Cc2ccccc2)c(C)c1[N+](=O)[O-]
-6.0,O=C1OC(=N/C/1=C/c1ccccc1Br)c1ccc(F)cc1
-7.0,O=C1OC(=N/C/1=C/c1ccc2ccccc2c1)c1ccccc1F
-6.1,Cc1ccccc1/C=C1\N=C(c2ccccc2F)OC1=O
-6.1,O=C1OC(=N/C/1=C/c1cccc(Cl)c1)c1ccccc1F
-6.1,O=C1OC(c2ccccc2)=N/C1=C/c1ccc(Br)o1
-6.3,Cc1nc2c(cnn2-c2ccccc2)c2nnnn21
-6.0,CCOc1ccc(/C=C/C(=O)NCc2ccco2)cc1OC
-6.0,CCOC(=O)c1ccccc1NC(=O)[C@H]1COc2ccccc2O1
-6.2,O=C(CSc1nnc2ccccn21)Nc1ccc(F)cc1
-5.2,CN(C(=O)c1ccccc1C(=O)O)C1CC(C)(C)NC(C)(C)C1
-6.5,Cc1cc(C(F)(F)F)nc(NC(=O)NC(=O)c2cccc(F)c2)n1
-5.4,CC(C)n1c(COc2ccc(Cl)cc2)nc2ccccc12
-5.1,CCSc1nc2cc(C(=O)OC)ccc2c(=O)n1CC
-5.8,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
-5.4,COc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1
-4.8,CCOc1ccc(OCC)c([N+](=O)[O-])c1
-5.2,Cc1ccc(NC(=S)Nc2ccc(C)cc2)cc1
-5.3,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1
-5.6,COc1ccc(C(O)c2ccc(OC)cc2)cc1
-4.8,COc1ccc(NC(=O)CC(C)=O)cc1
-5.3,COC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-]
-5.0,COC(=O)c1ccc(Cl)cc1[N+](=O)[O-]
-5.3,COC(=O)[C@H]1CN(Cc2ccccc2)CCC1=O
-5.4,c1nc(-c2ccncc2)oc1-c1ccccc1
-4.5,COc1ccc(OC)c(Br)c1
-4.9,Cc1[nH]c(C(=O)OC(C)(C)C)c(C)c1C
-5.2,O=C(O)/C=C/c1cc([N+](=O)[O-])ccc1Cl
-5.6,Cc1ccc(C(=O)[C@@H](O)c2ccc(C)cc2)cc1
-5.5,O=C(O)c1ccc(C(F)(F)F)cc1F
-4.7,Nc1c(F)cc(F)c(F)c1Br
-4.9,CN1C(=O)CN(C(=O)OC(C)(C)C)[C@H]1C(C)(C)C
-5.4,O=[N+]([O-])c1cccc(OC(F)(F)C(F)F)c1
-4.6,CSc1ccc([C@@H](O)[C@H](N)CO)cc1
-5.8,O=C(O)c1c(F)c(F)c(O)c(F)c1F
-5.2,O=[N+]([O-])c1ccc(F)c(C(F)(F)F)c1
-5.9,CC(=O)Nc1nc2c(ncn2C(C)=O)c(O)n1
-5.0,COc1cc(CO)c([N+](=O)[O-])cc1OC
-5.9,CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)n2)=N1
-5.2,NC(=O)c1cc(Cl)c(Cl)cc1C(N)=O
-5.4,CNC(=O)Oc1cccc2c1OC(C)(C)C2
-5.0,CC(C)N[C@H](c1ccccc1)[C@@H](O)c1ccccc1
-5.2,O=Cc1ccc(c2ccccc2C(F)(F)F)o1
-6.0,Cc1ccc(-c2ccc(C(=O)O)o2)c([N+](=O)[O-])c1
-6.3,O=C(N[C@@H](c1ccccc1)n1nnc2ccccc21)c1cccnc1
-4.4,O=Cc1cc(Br)c(O)c(Br)c1
-6.2,O=C(O)c1cc(C(F)(F)F)ccc1F
-4.1,COc1cc(Br)c(OC)cc1Br
-5.3,CC(=O)N(C(C)=O)n1c(=O)c2ccccc2nc1C(C)C
-5.1,O=[N+]([O-])c1ccc(Cl)c(C(F)(F)F)c1
-5.5,COC(=O)[C@@H]1C[C@H](O)CN1C(=O)OCc1ccccc1
-5.3,CCN(CC)c1ccc2c(c1)oc(=O)cc2C(F)(F)F
-4.8,C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
-4.8,Cc1ccc2[nH]cc(CCN(C)C)c2c1
-4.6,CC(C)(SCCc1ccncc1)[C@H](N)C(=O)O
-5.5,Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1
-6.0,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
-5.5,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
-6.1,OC[C@H](O)COc1ccc(Cc2ccc(OC[C@@H](O)CO)cc2)cc1
-5.2,CC(C)(C)OC(=O)N1CCCC[C@H]1C(=O)O
-4.6,COc1cc(Br)c(C=O)cc1O
-5.7,COc1ccc(C(=O)c2ccc(O)cc2)c(OC)c1
-6.5,O=C(OCC1c2ccccc2-c2ccccc21)N1CCC[C@@H]1CO
-6.5,COc1ccc(-c2cc(=O)c3ccc(OC)cc3o2)cc1
-5.9,O=c1cc(-c2ccccc2)oc2ccccc12
-5.5,CCOC(=O)c1cn(c2ccc(Cl)cc2)nc1C(F)(F)F
-5.6,c1ccc(C2=NCCN=C2c2ccccn2)nc1
-4.9,CCOc1ccc2c(C)cc(=O)oc2c1
-5.0,O=Cc1coc2c(Cl)cc(Cl)cc2c1=O
-5.9,COc1ccc2c(c1)C(=O)C[C@@H](c1ccc(OC)c(OC)c1)O2
-5.1,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1
-5.0,CCOc1cc(=O)oc2ccc(Cl)cc12
-6.2,Cc1c2cc(Br)ccc2oc(=O)c1c1ccc(O)cc1
-5.5,Cc1cc2oc(=O)c([N+](=O)[O-])c(O)c2cc1Cl
-6.4,O=C1C[C@@H](c2ccccc2)Oc2cc(O)ccc21
-5.8,Cc1ccc2oc(=O)c(c3ccc(Br)cc3)c(C)c2c1
-6.1,COc1ccc2oc(=O)c(c3cccc(Cl)c3)c(C)c2c1
-6.0,Cc1c2ccccc2oc(=O)c1c1cccc(Cl)c1
-6.2,CCOc1ccc2cc(c3ccc(OC)cc3)c(=O)oc2c1
-5.5,COc1cccc2oc(=O)c(c3ccccc3)c(C)c12
-6.2,COc1ccc(-c2cc3ccc(OC)cc3oc2=O)cc1
-5.6,Cc1ccc2oc(=O)c(c3ccccc3Cl)c(C)c2c1
-7.0,CC(=O)Nc1ccccc1CCNC(=O)c1ccc2ccccc2c1O
-5.3,CC(=O)Nc1ccc(-c2csc(N)n2)cc1
-5.2,Cc1ccc(-c2n[nH]c(=S)n2N)cc1
-5.2,O=c1ccc(-c2ccc(Cl)cc2)n[nH]1
-5.9,Cc1ccc([C@@H](O)C#CC(O)(c2ccccc2)c2ccccc2)o1
-5.8,Cc1ccc(N)cc1N1C(=O)c2ccccc2C1=O
-5.8,NC(=O)c1ccc([C@@H]2SCC(=O)N2Cc2ccccc2)cc1
-6.1,N=c1c(C(N)=O)cc(Cl)c(C(=O)O)n1Cc1ccccc1
-5.8,O=C(O)/C=C/C(=O)Nc1ccc(-c2ccccc2)cc1
-5.7,O=C(Nc1ccc(Cl)cn1)c1ccc(Br)cc1
-5.9,CSc1nc2-c3c(CC4(c2c(=O)n1C)CCCC4)cccc3
-6.1,COC(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)OC)c1)C2=O
-5.7,O=C(Nc1ccc(Cl)cn1)c1cccc(Br)c1
-5.2,COc1ccc(NC(=O)c2cccs2)cc1
-6.2,Cc1ccc(Cl)cc1NC(=O)c1ccccc1[N+](=O)[O-]
-6.0,CCc1ccc(OC2=NS(=O)(=O)c3ccccc32)cc1
-6.1,CC(=O)c1ccc(NC(=O)c2cccc(Cl)c2)cc1
-5.3,Cc1ccc(C(=O)Nc2ccncc2)cc1
-5.7,O=C(Nc1ccccc1F)c1ccc(O)cc1
-5.5,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc2c(c1)OCO2
-5.4,O=C1CS[C@H](c2ccc(Br)cc2)N1c1ccccc1
-6.1,O=C1OC(=N/C/1=C/C=C/c1ccccc1)c1ccccc1
-6.0,Cc1ccc(C(=O)Nc2cccc([N+](=O)[O-])c2)o1
-6.0,O=C(NCc1ccc(Cl)cc1)c1ccc(Cl)c([N+](=O)[O-])c1
-5.6,Cc1cc(Br)ccc1NC(=O)c1ccccc1Cl
-5.5,COc1ccc(OC(=O)c2ccc(Cl)cc2)cc1
-6.4,COc1cccc(C(=O)Oc2ccc(OCc3ccccc3)cc2)c1
-4.9,O=[N+]([O-])/C=C/c1ccc(Cl)cc1Cl
-5.9,O=C(/C=C/c1ccccc1)Nc1ccccc1
-6.4,Cc1cccc(NC(=O)c2ccc([N+](=O)[O-])cc2)n1
-5.4,CCc1cccc(NC(=O)c2ccccc2Br)c1
-6.0,O=[N+]([O-])C1=Cc2ccccc2O[C@H]1c1c(Cl)cccc1Cl
-5.9,CCOc1ccc([C@H]2NCCc3c4ccccc4[nH]c23)cc1
-6.0,O=C(c1ccccc1Br)N1CCN(c2ccccn2)CC1
-6.0,COc1ccc(C)cc1NC(=O)c1c([N+](=O)[O-])cnn1C
-5.2,O=C(Nc1nccs1)c1ccc(Cl)cc1
-5.8,O=C(Nc1cccc2ccccc12)c1ccc(F)cc1
-6.2,Cc1ccc(N2C[C@H](C(=O)Nc3nccs3)CC2=O)cc1
-5.3,CCc1cccc(C)c1NC(=O)c1ccccc1OC(=O)C
-5.6,CC(=O)Oc1ccccc1C(=O)N[C@@H](C)c1ccccc1
-6.4,O=C(c1cc(Cl)ccc1Cl)N1CCN(c2ccccc2)CC1
-5.6,O=C(NCc1ccccn1)c1cc(Cl)ccc1Cl
-5.5,O=C(NC1CCCC1)c1cc(Cl)ccc1Cl
-5.7,CCN(CC)c1ccc(C(=O)Nc2ccc(F)c(Cl)c2)cc1
-5.5,CCN(CC)c1ccc(C(=O)n2nnc3ccccc32)cc1
-6.0,Cc1cc(Br)ccc1NC(=O)c1cccc(N(C)C)c1
-6.8,COC(=O)c1cc(C(=O)Nc2ccc(Cl)cc2)cc([N+](=O)[O-])c1
-6.6,CCc1ccc(NC(=O)c2cc(C(=O)OC)cc([N+](=O)[O-])c2)cc1
-5.9,C[C@@H]1CN(S(=O)(=O)c2cccc(C(=O)O)c2)C[C@H](C)O1
-5.9,CC1CCN(Cc2cc([N+](=O)[O-])c(O)c3ncccc23)CC1
-6.2,Cc1cc(C(=O)Nc2cccc(OC3CCCC3)c2)c(C)o1
-5.7,CN(C)Cc1ccc(C(=O)Oc2ccc(C(C)(C)C)cc2)cc1
-6.4,Oc1ccc(Cl)cc1C1=NCCNC(C(F)(F)C(F)F)=C1
-5.5,O[C@@]1(C(F)(F)F)CC(/C=C/c2cccs2)=NO1
-6.7,CC(=O)[C@H]1[C@@H]2[C@@H]3CO[C@@H](O3)C(=O)[C@@H]2[C@H]2C=Cc3ccccc3N12
-5.6,CCC(=O)Nc1sc2c(c1C(=O)N1CCOCC1)CC[C@@H](C)C2
-5.1,CC(=O)Oc1ccccc1C(=S)Nc1ccccc1
-4.8,O=C(CC1CCC1)Nc1ccc(I)cc1
-6.6,O=C(/C=C/c1ccc(c2ccccc2)cc1)NCc1cccnc1
-5.1,COc1ccc2c(c1OC)C(=O)O[C@H]2OC(C)=O
-5.6,COC(=O)c1c(C)[nH]c(C)c1-c1ccc(C)cc1
-5.5,COC(=O)c1c(C)[nH]c(C)c1-c1cccc([N+](=O)[O-])c1
-6.0,O=C(O)c1cccc(N2C(=O)c3cc(Cl)c(Cl)cc3C2=O)c1
-5.7,O=C(O)c1cccc(Oc2ccccc2[N+](=O)[O-])c1
-5.5,Cc1ccc(C)c(NC(=O)c2ccc(Br)cc2)c1
-6.9,COc1ccccc1N1C(=O)c2ccc(Oc3ccccc3)cc2C1=O
-6.0,COc1ccc2c(c1OC)C(=O)O[C@H]2Nc1ccc(NC(C)=O)cc1
-6.3,CCOc1ccc(N2C(=O)C[C@H](Nc3ccc(F)cc3)C2=O)cc1
-6.0,Cc1c(Cl)cccc1NC(=O)CSc1nc2ccccc2s1
-5.9,CCOC(=O)COc1ccc([C@@H]2NC(=O)NC(C)=C2C(=O)OC)cc1
-6.6,O=C1C[C@@H](NCc2ccco2)C(=O)N1c1ccc(F)cc1
-5.8,CC[C@@]1(C)OC(=O)N(c2ccc(C)cc2)[C@@]1(C)O
-5.4,CC[C@]1(C)OC(=O)N(Cc2ccco2)[C@@]1(C)O
-5.8,CC1(C)OC(=O)N(c2cccnc2)[C@]1(C)O
-5.5,CCOc1ccc(NC(=O)c2cc(SC)ccc2Cl)cc1
-4.6,COc1c(C)cccc1C(=O)Nc1nccs1
-5.5,O=C(O)c1cc(Br)ccc1NC(=O)c1cccs1
-5.9,O=C1[C@@H]2[C@H]3C=C[C@@H]([C@@H]2C(=O)N1c1ccccc1Br)C31CC1
-6.4,O=C(Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1ccncc1
-5.4,O=C(NC(=S)NCc1ccco1)c1ccccc1Cl
-6.0,O=C(NC(=S)NCCc1ccccc1)c1ccccc1
-5.7,COc1ccc(NC(=S)NC(=O)c2ccccc2)cc1
-6.3,Cc1ccc(C(=O)NC(=S)NCCc2ccccc2)cc1
-5.9,Cc1ccc(C(=O)NC(=S)Nc2cccc(Cl)c2C)cc1
-5.9,O=C(NC(=S)NCc1ccco1)c1ccc(Cl)cc1
-6.0,CC(=O)c1cccc(NC(=O)COc2cccc(C)c2)c1
-5.7,O=C(Nc1ccc2c(c1)OCO2)c1cccs1
-5.7,Cc1cc(OCC(=O)N(C)C2CCCCC2)ccc1Cl
-4.8,Fc1cc(F)c(F)c(SCCc2ccccn2)c1F
-5.9,O=C(COc1ccc([N+](=O)[O-])cc1)NCc1ccco1
-5.8,Cc1ccc(c2cc(N)n(Cc3cccc(Cl)c3)n2)cc1
-5.5,CCN(CC)C(=O)/C=C/c1cccc([N+](=O)[O-])c1
-5.9,COc1ccc2c(c1OC)C(=O)O[C@@H]2Nc1nc2c(s1)CCCC2
-6.3,Cc1ccc(/C=C/2\SC(=NC2=O)N2CCC(C)CC2)cc1
-5.8,Cc1cccc(NC(=O)/C=C/c2ccc(Cl)cc2)c1
-6.0,Cc1ccc(C)c(NC(=O)/C=C/c2ccc(Cl)cc2)c1
-6.1,Cc1cc(OCC(=O)Nc2ccccc2F)ccc1Br
-5.6,C[C@@H](NC(=O)/C=C/c1ccccc1Cl)c1ccccc1
-6.0,Nc1ccc(N2C(=O)c3cccc4cccc(c43)C2=O)cc1
-5.9,O=C1NC(=S)N/C1=C/c1cccc(OCc2ccccc2)c1
-5.5,O=S(=O)(Nc1ccccc1F)c1cc(Cl)ccc1Cl
-5.4,O=C(/C=C/c1ccccc1Cl)NC1CCCCC1
-6.3,CC(=C1[C@@H]2C=C[C@H]1[C@@H]1C(=O)N(c3cc([N+](=O)[O-])ccc3C)C(=O)[C@H]21)C
-6.6,O=C(/C=C/c1ccc2c(c1)OCO2)Nc1ccc(Br)cc1
-6.6,Cc1ccc(NC(=O)/C=C/c2ccc3c(c2)OCO3)cc1
-6.4,Cc1ccc(Cl)cc1N1C(=O)c2ccc3c4c(ccc(c24)C1=O)CC3
-5.2,CCOC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCC2
-5.8,COc1ccc(C(=O)Nc2sc(C)c(C)c2C(N)=O)cc1
-5.8,Cc1cccc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1
-5.2,Nc1ccccc1SCc1cn2cccnc2n1
-6.1,O=c1oc2c(cc(O)cc2c2ccc(Cl)cc2Cl)s1
-5.8,C[C@H](NC(=O)c1ccc(Cl)cc1Cl)c1ccccc1
-5.6,Cc1ccc(NC(=O)c2ccc(I)cc2)cc1
-6.2,Cc1sc(NC(=O)c2ccccc2[N+](=O)[O-])c(C(N)=O)c1C
-6.2,Cc1cccc(Oc2coc3cc(OCC(=O)O)ccc3c2=O)c1
-5.5,c1cc(N2CCOCC2)sc1-c1ccccc1
-5.6,O=C(O)c1nc2ccccc2c2ncccc12
-5.5,CCOC(=O)c1cc2cc(F)ccc2nc1C
-4.8,CCOC(=O)Nc1ccccc1NC(=O)OCC
-5.8,COc1cccc(C(=O)NC(=S)NCc2ccco2)c1
-5.9,Cc1c(Cl)c(O)c(C(C)C)cc1NS(=O)(=O)c1ccccc1
-5.9,Cc1cc(NS(=O)(=O)c2ccccc2)c(C(C)C)c(Cl)c1O
-6.5,CC1=C(C(=O)Nc2cccnc2)[C@@H](c2ccc(O)cc2)n2ncnc2N1
-5.9,COC(=O)C1=C(C)Nc2nnnn2[C@H]1c1ccc(Cl)cc1
-5.6,COC(=O)C1=C(C)Nc2nnnn2[C@@H]1c1ccccc1
-7.2,O=C(C[C@@H]1Nc2ccccc2NC1=O)Nc1cccc([N+](=O)[O-])c1
-6.2,COc1ccccc1NC(=O)C[C@@H]1Nc2cc(C)c(C)cc2NC1=O
-5.3,NC(=O)C[C@@H]1Sc2ccccc2NC1=O
-5.1,c1csc(c2csc(c3ccccc3)n2)c1
-5.6,Cc1nc(C(F)(F)F)ccc1NC(=O)/C=C/C(=O)O
-5.4,Cc1ccc(OC[C@@H](O)CNCc2ccco2)cc1C
-5.1,CCOC(=O)c1c(N2C(=O)CCC2=O)sc(C)c1c1ccccc1
-5.4,Cc1ccc(c2csc3ncnc(N4CCCCC4)c23)cc1
-6.0,CCCc1cnc(N2CCCN(C(=O)OC(C)(C)C)CC2)nc1
-6.3,CC1=C(C(=O)Nc2ccccc2)[C@H](c2cccnc2)n2nnnc2N1
-4.8,O=C(O)c1sc2ccccc2c1Cl
-5.3,CC(C)CNC(=O)[C@@H](C)c1ccc(CC(C)C)cc1
-6.2,Cc1nn(-c2ccccc2)c2sc(C(=O)NC[C@H]3CCCO3)cc12
-6.5,Cc1nn(c2ccccc2)c2sc(C(=O)NCc3cccnc3)cc12
-6.6,O=C(CSc1ncnc2[nH]cnc21)c1ccc(O)c(O)c1
-5.2,COC(=O)C1=C(C)N(C)C(=O)N[C@H]1c1ccc(Br)cc1
-5.9,CCOC(=O)C1=C(C)N(C)C(=O)N[C@H]1c1cccc(C(F)(F)F)c1
-5.7,C[C@@H]1CN(c2nc3ccc([N+](=O)[O-])cc3s2)C[C@@H](C)O1
-5.4,CCN1C(=O)N[C@H](c2ccc(OC(F)F)cc2)C(C(=O)OC)=C1C
